OldPath	NewRawPath	Classification	SHA256	PBSJobID	SourceSnapshotID	Reason
result/tuning/kernel_selection/roadNet-PA/kernel_selection.log	raw_data/tuning/kernel_selection/roadNet-PA/gpu_opt_forced/job_2354329_20260710/kernel_selection.log	raw	67078f2a2b153bd2350e0104b3efb20bdb9ab91a8b81212b017f3d3c39321315	2354329	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/kernel_selection/roadNet-PA/kernel_selection_max_bc.tsv	raw_data/tuning/kernel_selection/roadNet-PA/gpu_opt_forced/job_2354329_20260710/kernel_selection_max_bc.tsv	raw	38adae01a9500af8b23b0d9b73b8758553be2b3ca25e31a0ae8d3aa53fcb2fdc	2354329	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/kernel_selection/roadNet-PA/kernel_selection_results.tsv	raw_data/tuning/kernel_selection/roadNet-PA/gpu_opt_forced/job_2354329_20260710/kernel_selection_results.tsv	raw	4567be8edc0b32339cf32cbc806f68d128650d739b5247e316327f0201c04a22	2354329	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/kernel_selection/roadNet-TX/kernel_selection.log	raw_data/tuning/kernel_selection/roadNet-TX/gpu_opt_forced/job_2354330_20260710/kernel_selection.log	raw	0b2b41253446f0d3bbf3aa2113ccf295b9531037639409d6f489ca236f9d85f4	2354330	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/kernel_selection/roadNet-TX/kernel_selection_max_bc.tsv	raw_data/tuning/kernel_selection/roadNet-TX/gpu_opt_forced/job_2354330_20260710/kernel_selection_max_bc.tsv	raw	13205ab081164737468f0048cfad39def10950b1bc277c02876a6d453bf586d5	2354330	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/kernel_selection/roadNet-TX/kernel_selection_results.tsv	raw_data/tuning/kernel_selection/roadNet-TX/gpu_opt_forced/job_2354330_20260710/kernel_selection_results.tsv	raw	c336a81787c5499f94f64e046457a59781f1673d9737865164955e61dcb10da0	2354330	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/pathmerge/325557/pathmerge_sweep.log	raw_data/tuning/pathmerge/325557/pathmerge_bc/job_multi_20260710/pathmerge_sweep.log	raw	5caa7fcc9838ccca9a72caef605bc2cf3237b9508af0ec4a2d856f4b51acd11f	multi	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/pathmerge/325557/pathmerge_sweep_results.tsv	raw_data/tuning/pathmerge/325557/pathmerge_bc/job_multi_20260710/pathmerge_sweep_results.tsv	raw	f5a659daecf52fa19ee0bc0c2727f63a59843b9073c5a3c6d6512b405a1b9837	multi	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/pathmerge/email-EuAll/email_smallbatch_trial1.tsv	raw_data/tuning/pathmerge/email-EuAll/pathmerge_bc/job_multi_20260710/email_smallbatch_trial1.tsv	raw	4ac33b396d3c088f68a594ca960531c891253d327a4798807f99f45998e7b15b	multi	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/pathmerge/email-EuAll/pathmerge_sweep.log	raw_data/tuning/pathmerge/email-EuAll/pathmerge_bc/job_multi_20260710/pathmerge_sweep.log	raw	767c2c0acd11856fc03ffda18139e0602555e2e766eae1e003ece0d7cb77c60a	multi	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
